fight_id,event_id,event_name,event_date_raw,event_date,fighter_a_id,fighter_a_name,fighter_b_id,fighter_b_name,outcome_type,winner_id,weight_class,is_title_fight,bout_order,is_main_event,referee,end_round,end_time,method_raw,method_category,method_subtype,source_url,scraped_at
93612-12,93612,UFC Fight Night 210 - Sandhagen vs. Song,2022-09-17T00:00:00+00:00,2022-09-17,176275,Gregory Rodrigues,25761,Chidi Njokuani,win,176275,Middleweight,False,12,False,Mark Smith,2,1:27,TKO (Punches),TKO,Punches,https://www.sherdog.com/events/UFC-Fight-Night-210-Sandhagen-vs-Song-93612,2026-08-18T23:13:27.924837+00:00
93612-11,93612,UFC Fight Night 210 - Sandhagen vs. Song,2022-09-17T00:00:00+00:00,2022-09-17,58385,Andre Fili,77441,Bill Algeo,win,58385,Featherweight,False,11,False,Keith Peterson,3,5:00,Decision (Split),Decision,Split,https://www.sherdog.com/events/UFC-Fight-Night-210-Sandhagen-vs-Song-93612,2026-08-18T23:13:27.924837+00:00
93612-10,93612,UFC Fight Night 210 - Sandhagen vs. Song,2022-09-17T00:00:00+00:00,2022-09-17,239253,Joe Pyfer,134209,Alen Amedovski,win,239253,Middleweight,False,10,False,Chris Tognoni,1,3:55,TKO (Punches),TKO,Punches,https://www.sherdog.com/events/UFC-Fight-Night-210-Sandhagen-vs-Song-93612,2026-08-18T23:13:27.924837+00:00
93612-9,93612,UFC Fight Night 210 - Sandhagen vs. Song,2022-09-17T00:00:00+00:00,2022-09-17,97975,Rodrigo Nascimento,114961,Tanner Boser,win,97975,Heavyweight,False,9,False,Mark Smith,3,5:00,Decision (Split),Decision,Split,https://www.sherdog.com/events/UFC-Fight-Night-210-Sandhagen-vs-Song-93612,2026-08-18T23:13:27.924837+00:00
93612-8,93612,UFC Fight Night 210 - Sandhagen vs. Song,2022-09-17T00:00:00+00:00,2022-09-17,86783,Anthony Hernandez,170803,Marc-Andre Barriault,win,86783,Middleweight,False,8,False,Herb Dean,3,1:53,Technical Submission (Arm-Triangle Choke),Technical Submission,Arm-Triangle Choke,https://www.sherdog.com/events/UFC-Fight-Night-210-Sandhagen-vs-Song-93612,2026-08-18T23:13:27.924837+00:00
93612-7,93612,UFC Fight Night 210 - Sandhagen vs. Song,2022-09-17T00:00:00+00:00,2022-09-17,113767,Damon Jackson,60415,Pat Sabatini,win,113767,Featherweight,False,7,False,Keith Peterson,1,1:09,TKO (Submission to Punches),TKO,Submission to Punches,https://www.sherdog.com/events/UFC-Fight-Night-210-Sandhagen-vs-Song-93612,2026-08-18T23:13:27.924837+00:00
93612-6,93612,UFC Fight Night 210 - Sandhagen vs. Song,2022-09-17T00:00:00+00:00,2022-09-17,111237,Trevin Giles,282403,Louis Cosce,win,111237,Welterweight,False,6,False,Chris Tognoni,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-Fight-Night-210-Sandhagen-vs-Song-93612,2026-08-18T23:13:27.924837+00:00
93612-5,93612,UFC Fight Night 210 - Sandhagen vs. Song,2022-09-17T00:00:00+00:00,2022-09-17,270881,Konklak Suphisara,382138,Denise Gomes,win,270881,Strawweight,False,5,False,Keith Peterson,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-Fight-Night-210-Sandhagen-vs-Song-93612,2026-08-18T23:13:27.924837+00:00
93612-4,93612,UFC Fight Night 210 - Sandhagen vs. Song,2022-09-17T00:00:00+00:00,2022-09-17,187343,Trey Ogden,238903,Daniel Zellhuber,win,187343,Lightweight,False,4,False,Herb Dean,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-Fight-Night-210-Sandhagen-vs-Song-93612,2026-08-18T23:13:27.924837+00:00
93612-3,93612,UFC Fight Night 210 - Sandhagen vs. Song,2022-09-17T00:00:00+00:00,2022-09-17,219015,Gillian Robertson,206861,Mariya Agapova,win,219015,Flyweight,False,3,False,Mark Smith,2,2:19,Technical Submission (Rear-Naked Choke),Technical Submission,Rear-Naked Choke,https://www.sherdog.com/events/UFC-Fight-Night-210-Sandhagen-vs-Song-93612,2026-08-18T23:13:27.924837+00:00
93612-2,93612,UFC Fight Night 210 - Sandhagen vs. Song,2022-09-17T00:00:00+00:00,2022-09-17,222651,Javid Basharat,210575,Tony Gravely,win,222651,Bantamweight,False,2,False,Keith Peterson,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-Fight-Night-210-Sandhagen-vs-Song-93612,2026-08-18T23:13:27.924837+00:00
93612-1,93612,UFC Fight Night 210 - Sandhagen vs. Song,2022-09-17T00:00:00+00:00,2022-09-17,103887,Nikolas Motta,86203,Cameron VanCamp,win,103887,Lightweight,False,1,False,Chris Tognoni,1,3:49,TKO (Punches),TKO,Punches,https://www.sherdog.com/events/UFC-Fight-Night-210-Sandhagen-vs-Song-93612,2026-08-18T23:13:27.924837+00:00
93612-13,93612,UFC Fight Night 210 - Sandhagen vs. Song,2022-09-17T00:00:00+00:00,2022-09-17,112869,Cory Sandhagen,103807,Yadong Song,win,112869,Bantamweight,False,13,True,Herb Dean,4,5:00,TKO (Doctor Stoppage),TKO,Doctor Stoppage,https://www.sherdog.com/events/UFC-Fight-Night-210-Sandhagen-vs-Song-93612,2026-08-18T23:13:27.924837+00:00
93247-12,93247,UFC 279 - Diaz vs. Ferguson,2022-09-10T00:00:00+00:00,2022-09-10,280021,Khamzat Chimaev,108999,Kevin Holland,win,280021,180lb Catchweight,False,12,False,Herb Dean,1,2:13,Submission (Brabo Choke),Submission,Brabo Choke,https://www.sherdog.com/events/UFC-279-Diaz-vs-Ferguson-93247,2026-08-18T23:13:27.976915+00:00
93247-11,93247,UFC 279 - Diaz vs. Ferguson,2022-09-10T00:00:00+00:00,2022-09-10,145945,Daniel Rodriguez,26381,Jingliang Li,win,145945,180lb Catchweight,False,11,False,Mark Smith,3,5:00,Decision (Split),Decision,Split,https://www.sherdog.com/events/UFC-279-Diaz-vs-Ferguson-93247,2026-08-18T23:13:27.976915+00:00
93247-10,93247,UFC 279 - Diaz vs. Ferguson,2022-09-10T00:00:00+00:00,2022-09-10,148377,Irene Aldana,190279,Macy Chiasson,win,148377,140lb Catchweight,False,10,False,Jason Herzog,3,2:21,KO (Upkick to the Body),KO,Upkick to the Body,https://www.sherdog.com/events/UFC-279-Diaz-vs-Ferguson-93247,2026-08-18T23:13:27.976915+00:00
93247-9,93247,UFC 279 - Diaz vs. Ferguson,2022-09-10T00:00:00+00:00,2022-09-10,170203,Johnny Walker,101427,Ion Cutelaba,win,170203,Light Heavyweight,False,9,False,Mike Beltran,1,4:37,Submission (Rear-Naked Choke),Submission,Rear-Naked Choke,https://www.sherdog.com/events/UFC-279-Diaz-vs-Ferguson-93247,2026-08-18T23:13:27.976915+00:00
93247-8,93247,UFC 279 - Diaz vs. Ferguson,2022-09-10T00:00:00+00:00,2022-09-10,71442,Julian Erosa,158725,Hakeem Dawodu,win,71442,150lb Catchweight,False,8,False,Herb Dean,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-279-Diaz-vs-Ferguson-93247,2026-08-18T23:13:27.976915+00:00
93247-7,93247,UFC 279 - Diaz vs. Ferguson,2022-09-10T00:00:00+00:00,2022-09-10,114657,Jailton Almeida,234667,Anton Turkalj,win,114657,220lb Catchweight,False,7,False,Marc Goddard,1,4:27,Submission (Rear-Naked Choke),Submission,Rear-Naked Choke,https://www.sherdog.com/events/UFC-279-Diaz-vs-Ferguson-93247,2026-08-18T23:13:27.976915+00:00
93247-6,93247,UFC 279 - Diaz vs. Ferguson,2022-09-10T00:00:00+00:00,2022-09-10,230989,Denis Tiuliulin,72595,Jamie Pickett,win,230989,Middleweight,False,6,False,Mike Beltran,2,4:52,TKO (Knees and Punches),TKO,Knees and Punches,https://www.sherdog.com/events/UFC-279-Diaz-vs-Ferguson-93247,2026-08-18T23:13:27.976915+00:00
93247-5,93247,UFC 279 - Diaz vs. Ferguson,2022-09-10T00:00:00+00:00,2022-09-10,45664,Chris Barnett,83599,Jake Collier,win,45664,Heavyweight,False,5,False,Mark Smith,2,2:24,TKO (Punches),TKO,Punches,https://www.sherdog.com/events/UFC-279-Diaz-vs-Ferguson-93247,2026-08-18T23:13:27.976915+00:00
93247-4,93247,UFC 279 - Diaz vs. Ferguson,2022-09-10T00:00:00+00:00,2022-09-10,233587,Norma Dumont,297121,Danyelle Wolf,win,233587,Featherweight,False,4,False,Jason Herzog,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-279-Diaz-vs-Ferguson-93247,2026-08-18T23:13:27.976915+00:00
93247-3,93247,UFC 279 - Diaz vs. Ferguson,2022-09-10T00:00:00+00:00,2022-09-10,150691,Heili Alateng,63370,Chad Anheliger,win,150691,Bantamweight,False,3,False,Herb Dean,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-279-Diaz-vs-Ferguson-93247,2026-08-18T23:13:27.976915+00:00
93247-2,93247,UFC 279 - Diaz vs. Ferguson,2022-09-10T00:00:00+00:00,2022-09-10,278133,Elise Reed,224241,Melissa Martinez,win,278133,Strawweight,False,2,False,Mark Smith,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-279-Diaz-vs-Ferguson-93247,2026-08-18T23:13:27.976915+00:00
93247-1,93247,UFC 279 - Diaz vs. Ferguson,2022-09-10T00:00:00+00:00,2022-09-10,295377,Yohan Lainesse,223693,Darian Weeks,win,295377,Welterweight,False,1,False,Mike Beltran,3,5:00,Decision (Split),Decision,Split,https://www.sherdog.com/events/UFC-279-Diaz-vs-Ferguson-93247,2026-08-18T23:13:27.976915+00:00
93247-13,93247,UFC 279 - Diaz vs. Ferguson,2022-09-10T00:00:00+00:00,2022-09-10,11451,Nate Diaz,31239,Tony Ferguson,win,11451,Welterweight,False,13,True,Marc Goddard,4,2:52,Submission (Guillotine Choke),Submission,Guillotine Choke,https://www.sherdog.com/events/UFC-279-Diaz-vs-Ferguson-93247,2026-08-18T23:13:27.976915+00:00
93036-11,93036,UFC Fight Night 209 - Gane vs. Tuivasa,2022-09-03T00:00:00+00:00,2022-09-03,45132,Robert Whittaker,80421,Marvin Vettori,win,45132,Middleweight,False,11,False,Jason Herzog,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-Fight-Night-209-Gane-vs-Tuivasa-93036,2026-08-18T23:13:28.111653+00:00
93036-10,93036,UFC Fight Night 209 - Gane vs. Tuivasa,2022-09-03T00:00:00+00:00,2022-09-03,217405,Nassourdine Imavov,175481,Joaquin Buckley,win,217405,Middleweight,False,10,False,Marc Goddard,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-Fight-Night-209-Gane-vs-Tuivasa-93036,2026-08-18T23:13:28.111653+00:00
93036-9,93036,UFC Fight Night 209 - Gane vs. Tuivasa,2022-09-03T00:00:00+00:00,2022-09-03,232601,Roman Kopylov,89875,Alessio Di Chirico,win,232601,Middleweight,False,9,False,Rich Mitchell,3,1:09,KO (Punches),KO,Punches,https://www.sherdog.com/events/UFC-Fight-Night-209-Gane-vs-Tuivasa-93036,2026-08-18T23:13:28.111653+00:00
93036-8,93036,UFC Fight Night 209 - Gane vs. Tuivasa,2022-09-03T00:00:00+00:00,2022-09-03,217407,William Gomis,207605,Jarno Errens,win,217407,Featherweight,False,8,False,Jason Herzog,3,5:00,Decision (Majority),Decision,Majority,https://www.sherdog.com/events/UFC-Fight-Night-209-Gane-vs-Tuivasa-93036,2026-08-18T23:13:28.111653+00:00
93036-7,93036,UFC Fight Night 209 - Gane vs. Tuivasa,2022-09-03T00:00:00+00:00,2022-09-03,82395,Nathaniel Wood,210843,Charles Jourdain,win,82395,Featherweight,False,7,False,Rich Mitchell,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-Fight-Night-209-Gane-vs-Tuivasa-93036,2026-08-18T23:13:28.111653+00:00
93036-6,93036,UFC Fight Night 209 - Gane vs. Tuivasa,2022-09-03T00:00:00+00:00,2022-09-03,60755,Abus Magomedov,113779,Dustin Stoltzfus,win,60755,Middleweight,False,6,False,Loic Pora,1,0:19,TKO (Front Kick and Punches),TKO,Front Kick and Punches,https://www.sherdog.com/events/UFC-Fight-Night-209-Gane-vs-Tuivasa-93036,2026-08-18T23:13:28.111653+00:00
93036-5,93036,UFC Fight Night 209 - Gane vs. Tuivasa,2022-09-03T00:00:00+00:00,2022-09-03,122581,Nasrat Haqparast,37402,John Makdessi,win,122581,Lightweight,False,5,False,Marc Goddard,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-Fight-Night-209-Gane-vs-Tuivasa-93036,2026-08-18T23:13:28.111653+00:00
93036-4,93036,UFC Fight Night 209 - Gane vs. Tuivasa,2022-09-03T00:00:00+00:00,2022-09-03,184241,Fares Ziam,151393,Michal Figlak,win,184241,Lightweight,False,4,False,Rich Mitchell,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-Fight-Night-209-Gane-vs-Tuivasa-93036,2026-08-18T23:13:28.111653+00:00
93036-3,93036,UFC Fight Night 209 - Gane vs. Tuivasa,2022-09-03T00:00:00+00:00,2022-09-03,317103,Benoit St. Denis,108691,Gabriel Miranda,win,317103,Lightweight,False,3,False,Jason Herzog,2,0:16,TKO (Punches),TKO,Punches,https://www.sherdog.com/events/UFC-Fight-Night-209-Gane-vs-Tuivasa-93036,2026-08-18T23:13:28.111653+00:00
93036-2,93036,UFC Fight Night 209 - Gane vs. Tuivasa,2022-09-03T00:00:00+00:00,2022-09-03,164995,Cristian Quinonez,117849,Khalid Taha,win,164995,Bantamweight,False,2,False,Rich Mitchell,1,3:15,TKO (Punches),TKO,Punches,https://www.sherdog.com/events/UFC-Fight-Night-209-Gane-vs-Tuivasa-93036,2026-08-18T23:13:28.111653+00:00
93036-1,93036,UFC Fight Night 209 - Gane vs. Tuivasa,2022-09-03T00:00:00+00:00,2022-09-03,206859,Stephanie Egger,297989,Ailin Perez,win,206859,Featherweight,False,1,False,Loic Pora,2,4:54,Submission (Rear-Naked Choke),Submission,Rear-Naked Choke,https://www.sherdog.com/events/UFC-Fight-Night-209-Gane-vs-Tuivasa-93036,2026-08-18T23:13:28.111653+00:00
93036-12,93036,UFC Fight Night 209 - Gane vs. Tuivasa,2022-09-03T00:00:00+00:00,2022-09-03,293973,Ciryl Gane,133745,Tai Tuivasa,win,293973,Heavyweight,False,12,True,Marc Goddard,3,4:23,KO (Punches),KO,Punches,https://www.sherdog.com/events/UFC-Fight-Night-209-Gane-vs-Tuivasa-93036,2026-08-18T23:13:28.111653+00:00
93201-11,93201,UFC 278 - Usman vs. Edwards 2,2022-08-20T00:00:00+00:00,2022-08-20,147165,Paulo Costa,23345,Luke Rockhold,win,147165,Middleweight,False,11,False,Mike Beltran,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-278-Usman-vs-Edwards-2-93201,2026-08-18T23:13:28.118934+00:00
93201-10,93201,UFC 278 - Usman vs. Edwards 2,2022-08-20T00:00:00+00:00,2022-08-20,157355,Merab Dvalishvili,11506,Jose Aldo,win,157355,Bantamweight,False,10,False,Jason Herzog,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-278-Usman-vs-Edwards-2-93201,2026-08-18T23:13:28.118934+00:00
93201-9,93201,UFC 278 - Usman vs. Edwards 2,2022-08-20T00:00:00+00:00,2022-08-20,159569,Lucie Pudilova,203195,Yanan Wu,win,159569,Bantamweight,False,9,False,Herb Dean,2,4:04,TKO (Elbows),TKO,Elbows,https://www.sherdog.com/events/UFC-278-Usman-vs-Edwards-2-93201,2026-08-18T23:13:28.118934+00:00
93201-8,93201,UFC 278 - Usman vs. Edwards 2,2022-08-20T00:00:00+00:00,2022-08-20,146831,Tyson Pedro,239513,Harry Hunsucker,win,146831,Light Heavyweight,False,8,False,Mike Beltran,1,1:05,TKO (Body Kick and Punches),TKO,Body Kick and Punches,https://www.sherdog.com/events/UFC-278-Usman-vs-Edwards-2-93201,2026-08-18T23:13:28.118934+00:00
93201-7,93201,UFC 278 - Usman vs. Edwards 2,2022-08-20T00:00:00+00:00,2022-08-20,86928,Marcin Tybura,242931,Alexander Romanov,win,86928,Heavyweight,False,7,False,Jason Herzog,3,5:00,Decision (Majority),Decision,Majority,https://www.sherdog.com/events/UFC-278-Usman-vs-Edwards-2-93201,2026-08-18T23:13:28.118934+00:00
93201-6,93201,UFC 278 - Usman vs. Edwards 2,2022-08-20T00:00:00+00:00,2022-08-20,74057,Jared Gordon,4810,Leonardo Santos,win,74057,Lightweight,False,6,False,Herb Dean,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-278-Usman-vs-Edwards-2-93201,2026-08-18T23:13:28.118934+00:00
93201-5,93201,UFC 278 - Usman vs. Edwards 2,2022-08-20T00:00:00+00:00,2022-08-20,235563,Sean Woodson,77414,Luis Saldana,draw,,Featherweight,False,5,False,Mike Beltran,3,5:00,Draw (Split),Draw,Split,https://www.sherdog.com/events/UFC-278-Usman-vs-Edwards-2-93201,2026-08-18T23:13:28.118934+00:00
93201-4,93201,UFC 278 - Usman vs. Edwards 2,2022-08-20T00:00:00+00:00,2022-08-20,95799,Ange Loosa,284309,A.J. Fletcher,win,95799,Welterweight,False,4,False,Mike Beltran,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-278-Usman-vs-Edwards-2-93201,2026-08-18T23:13:28.118934+00:00
93201-3,93201,UFC 278 - Usman vs. Edwards 2,2022-08-20T00:00:00+00:00,2022-08-20,51365,Amir Albazi,69484,Francisco Figueiredo,win,51365,Flyweight,False,3,False,Dave Seljestad,1,4:34,Submission (Rear-Naked Choke),Submission,Rear-Naked Choke,https://www.sherdog.com/events/UFC-278-Usman-vs-Edwards-2-93201,2026-08-18T23:13:28.118934+00:00
93201-2,93201,UFC 278 - Usman vs. Edwards 2,2022-08-20T00:00:00+00:00,2022-08-20,222519,Qileng Aori,99689,Jay Perrin,win,222519,Bantamweight,False,2,False,Tyler Tomlinson,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-278-Usman-vs-Edwards-2-93201,2026-08-18T23:13:28.118934+00:00
93201-1,93201,UFC 278 - Usman vs. Edwards 2,2022-08-20T00:00:00+00:00,2022-08-20,212269,Victor Altamirano,248591,Daniel Lacerda,win,212269,Flyweight,False,1,False,Dave Seljestad,1,3:39,TKO (Punches),TKO,Punches,https://www.sherdog.com/events/UFC-278-Usman-vs-Edwards-2-93201,2026-08-18T23:13:28.118934+00:00
93201-12,93201,UFC 278 - Usman vs. Edwards 2,2022-08-20T00:00:00+00:00,2022-08-20,62665,Leon Edwards,120691,Kamaru Usman,win,62665,Welterweight,True,12,True,Herb Dean,5,4:04,KO (Head Kick),KO,Head Kick,https://www.sherdog.com/events/UFC-278-Usman-vs-Edwards-2-93201,2026-08-18T23:13:28.118934+00:00
93192-12,93192,UFC on ESPN 41 - Vera vs. Cruz,2022-08-13T00:00:00+00:00,2022-08-13,101493,Nate Landwehr,254945,David Onama,win,101493,Featherweight,False,12,False,Mike Beltran,3,5:00,Decision (Majority),Decision,Majority,https://www.sherdog.com/events/UFC-on-ESPN-41-Vera-vs-Cruz-93192,2026-08-18T23:13:28.134450+00:00
93192-11,93192,UFC on ESPN 41 - Vera vs. Cruz,2022-08-13T00:00:00+00:00,2022-08-13,299051,Yazmin Jauregui,264861,Iasmin Lucindo,win,299051,Strawweight,False,11,False,Jason Herzog,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-on-ESPN-41-Vera-vs-Cruz-93192,2026-08-18T23:13:28.134450+00:00
93192-10,93192,UFC on ESPN 41 - Vera vs. Cruz,2022-08-13T00:00:00+00:00,2022-08-13,60203,Azamat Murzakanov,72777,Devin Clark,win,60203,Light Heavyweight,False,10,False,Frank Trigg,3,1:18,TKO (Punches),TKO,Punches,https://www.sherdog.com/events/UFC-on-ESPN-41-Vera-vs-Cruz-93192,2026-08-18T23:13:28.134450+00:00
93192-9,93192,UFC on ESPN 41 - Vera vs. Cruz,2022-08-13T00:00:00+00:00,2022-08-13,227399,Priscila Cachoeira,147487,Ariane Lipski da Silva,win,227399,Bantamweight,False,9,False,Herb Dean,1,1:05,TKO (Punches),TKO,Punches,https://www.sherdog.com/events/UFC-on-ESPN-41-Vera-vs-Cruz-93192,2026-08-18T23:13:28.134450+00:00
93192-8,93192,UFC on ESPN 41 - Vera vs. Cruz,2022-08-13T00:00:00+00:00,2022-08-13,21501,Gerald Meerschaert,66304,Bruno Silva,win,21501,Middleweight,False,8,False,Mike Beltran,3,1:39,Submission (Guillotine Choke),Submission,Guillotine Choke,https://www.sherdog.com/events/UFC-on-ESPN-41-Vera-vs-Cruz-93192,2026-08-18T23:13:28.134450+00:00
93192-7,93192,UFC on ESPN 41 - Vera vs. Cruz,2022-08-13T00:00:00+00:00,2022-08-13,148517,Angela Hill,246543,Lupita Godinez,win,148517,120lb Catchweight,False,7,False,Jason Herzog,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-on-ESPN-41-Vera-vs-Cruz-93192,2026-08-18T23:13:28.134450+00:00
93192-6,93192,UFC on ESPN 41 - Vera vs. Cruz,2022-08-13T00:00:00+00:00,2022-08-13,164475,Martin Buday,132249,Lukasz Brzeski,win,164475,Heavyweight,False,6,False,Frank Trigg,3,5:00,Decision (Split),Decision,Split,https://www.sherdog.com/events/UFC-on-ESPN-41-Vera-vs-Cruz-93192,2026-08-18T23:13:28.134450+00:00
93192-5,93192,UFC on ESPN 41 - Vera vs. Cruz,2022-08-13T00:00:00+00:00,2022-08-13,69632,Nina Nunes,93095,Cynthia Calvillo,win,69632,Flyweight,False,5,False,Herb Dean,3,5:00,Decision (Split),Decision,Split,https://www.sherdog.com/events/UFC-on-ESPN-41-Vera-vs-Cruz-93192,2026-08-18T23:13:28.134450+00:00
93192-4,93192,UFC on ESPN 41 - Vera vs. Cruz,2022-08-13T00:00:00+00:00,2022-08-13,25733,Gabriel Benitez,83277,Charlie Ontiveros,win,25733,Lightweight,False,4,False,Mike Beltran,1,3:35,TKO (Punches),TKO,Punches,https://www.sherdog.com/events/UFC-on-ESPN-41-Vera-vs-Cruz-93192,2026-08-18T23:13:28.134450+00:00
93192-3,93192,UFC on ESPN 41 - Vera vs. Cruz,2022-08-13T00:00:00+00:00,2022-08-13,15224,Tyson Nam,137969,Ode Osbourne,win,15224,Flyweight,False,3,False,Jason Herzog,1,2:59,KO (Punches),KO,Punches,https://www.sherdog.com/events/UFC-on-ESPN-41-Vera-vs-Cruz-93192,2026-08-18T23:13:28.134450+00:00
93192-2,93192,UFC on ESPN 41 - Vera vs. Cruz,2022-08-13T00:00:00+00:00,2022-08-13,290925,Josh Quinlan,127671,Jason Witt,win,290925,180lb Catchweight,False,2,False,Frank Trigg,1,2:09,KO (Punch),KO,Punch,https://www.sherdog.com/events/UFC-on-ESPN-41-Vera-vs-Cruz-93192,2026-08-18T23:13:28.134450+00:00
93192-1,93192,UFC on ESPN 41 - Vera vs. Cruz,2022-08-13T00:00:00+00:00,2022-08-13,243891,Da'Mon Blackshear,229985,Youssef Zalal,draw,,Bantamweight,False,1,False,Herb Dean,3,5:00,Draw (Majority),Draw,Majority,https://www.sherdog.com/events/UFC-on-ESPN-41-Vera-vs-Cruz-93192,2026-08-18T23:13:28.134450+00:00
93192-13,93192,UFC on ESPN 41 - Vera vs. Cruz,2022-08-13T00:00:00+00:00,2022-08-13,97179,Marlon Vera,12107,Dominick Cruz,win,97179,Bantamweight,False,13,True,Herb Dean,4,2:17,KO (Head Kick),KO,Head Kick,https://www.sherdog.com/events/UFC-on-ESPN-41-Vera-vs-Cruz-93192,2026-08-18T23:13:28.134450+00:00
93076-9,93076,UFC on ESPN 40 - Santos vs. Hill,2022-08-06T00:00:00+00:00,2022-08-06,72107,Geoff Neal,66474,Vicente Luque,win,72107,Welterweight,False,9,False,Keith Peterson,3,2:01,KO (Punches),KO,Punches,https://www.sherdog.com/events/UFC-on-ESPN-40-Santos-vs-Hill-93076,2026-08-18T23:13:28.142563+00:00
93076-8,93076,UFC on ESPN 40 - Santos vs. Hill,2022-08-06T00:00:00+00:00,2022-08-06,253535,Mohammed Usman,343389,Zac Pauga,win,253535,Heavyweight,False,8,False,Mark Smith,2,0:36,KO (Punch),KO,Punch,https://www.sherdog.com/events/UFC-on-ESPN-40-Santos-vs-Hill-93076,2026-08-18T23:13:28.142563+00:00
93076-7,93076,UFC on ESPN 40 - Santos vs. Hill,2022-08-06T00:00:00+00:00,2022-08-06,259759,Juliana Miller,176193,Brogan Walker,win,259759,Flyweight,False,7,False,Keith Peterson,3,3:57,TKO (Punches and Elbows),TKO,Punches and Elbows,https://www.sherdog.com/events/UFC-on-ESPN-40-Santos-vs-Hill-93076,2026-08-18T23:13:28.142563+00:00
93076-6,93076,UFC on ESPN 40 - Santos vs. Hill,2022-08-06T00:00:00+00:00,2022-08-06,179095,Serghei Spivac,87303,Augusto Sakai,win,179095,Heavyweight,False,6,False,Mark Smith,2,3:42,TKO (Punches),TKO,Punches,https://www.sherdog.com/events/UFC-on-ESPN-40-Santos-vs-Hill-93076,2026-08-18T23:13:28.142563+00:00
93076-5,93076,UFC on ESPN 40 - Santos vs. Hill,2022-08-06T00:00:00+00:00,2022-08-06,232591,Terrance McKinney,158233,Erick Gonzalez,win,232591,Lightweight,False,5,False,Chris Tognoni,1,2:17,Submission (Rear-Naked Choke),Submission,Rear-Naked Choke,https://www.sherdog.com/events/UFC-on-ESPN-40-Santos-vs-Hill-93076,2026-08-18T23:13:28.142563+00:00
93076-4,93076,UFC on ESPN 40 - Santos vs. Hill,2022-08-06T00:00:00+00:00,2022-08-06,156397,Michal Oleksiejczuk,35410,Sam Alvey,win,156397,Middleweight,False,4,False,Herb Dean,1,1:56,TKO (Punches),TKO,Punches,https://www.sherdog.com/events/UFC-on-ESPN-40-Santos-vs-Hill-93076,2026-08-18T23:13:28.142563+00:00
93076-3,93076,UFC on ESPN 40 - Santos vs. Hill,2022-08-06T00:00:00+00:00,2022-08-06,249825,Bryan Battle,147403,Takashi Sato,win,249825,Welterweight,False,3,False,Mark Smith,1,0:44,KO (Head Kick),KO,Head Kick,https://www.sherdog.com/events/UFC-on-ESPN-40-Santos-vs-Hill-93076,2026-08-18T23:13:28.142563+00:00
93076-2,93076,UFC on ESPN 40 - Santos vs. Hill,2022-08-06T00:00:00+00:00,2022-08-06,178347,Cory McKenna,251041,Miranda Granger,win,178347,Strawweight,False,2,False,Keith Peterson,2,1:03,Submission (Shoulder Choke),Submission,Shoulder Choke,https://www.sherdog.com/events/UFC-on-ESPN-40-Santos-vs-Hill-93076,2026-08-18T23:13:28.142563+00:00
93076-1,93076,UFC on ESPN 40 - Santos vs. Hill,2022-08-06T00:00:00+00:00,2022-08-06,223917,Mayra Bueno Silva,206859,Stephanie Egger,win,223917,Bantamweight,False,1,False,Chris Tognoni,1,1:17,Submission (Armbar),Submission,Armbar,https://www.sherdog.com/events/UFC-on-ESPN-40-Santos-vs-Hill-93076,2026-08-18T23:13:28.142563+00:00
93076-10,93076,UFC on ESPN 40 - Santos vs. Hill,2022-08-06T00:00:00+00:00,2022-08-06,280417,Jamahal Hill,90021,Thiago Santos,win,280417,Light Heavyweight,False,10,True,Herb Dean,4,2:31,TKO (Punches and Elbows),TKO,Punches and Elbows,https://www.sherdog.com/events/UFC-on-ESPN-40-Santos-vs-Hill-93076,2026-08-18T23:13:28.142563+00:00
