fight_id,event_id,event_name,event_date_raw,event_date,fighter_a_id,fighter_a_name,fighter_b_id,fighter_b_name,outcome_type,winner_id,weight_class,is_title_fight,bout_order,is_main_event,referee,end_round,end_time,method_raw,method_category,method_subtype,source_url,scraped_at
63771-7,63771,UFC 222 - Cyborg vs. Kunitskaya,2018-03-03T00:00:00+00:00,2018-03-03,137171,Mackenzie Dern,39298,Ashley Yoder,win,137171,Strawweight,False,7,False,Chris Tognoni,3,5:00,Decision (Split),Decision,Split,https://www.sherdog.com/events/UFC-222-Cyborg-vs-Kunitskaya-63771,2026-08-19T06:35:50.659987+00:00
63771-6,63771,UFC 222 - Cyborg vs. Kunitskaya,2018-03-03T00:00:00+00:00,2018-03-03,97669,Alexander Hernandez,56583,Beneil Dariush,win,97669,Lightweight,False,6,False,Jason Herzog,1,0:42,KO (Punch),KO,Punch,https://www.sherdog.com/events/UFC-222-Cyborg-vs-Kunitskaya-63771,2026-08-19T06:35:50.659987+00:00
63771-5,63771,UFC 222 - Cyborg vs. Kunitskaya,2018-03-03T00:00:00+00:00,2018-03-03,11660,John Dodson,52407,Pedro Munhoz,win,11660,Bantamweight,False,5,False,Chris Tognoni,3,5:00,Decision (Split),Decision,Split,https://www.sherdog.com/events/UFC-222-Cyborg-vs-Kunitskaya-63771,2026-08-19T06:35:50.659987+00:00
63771-4,63771,UFC 222 - Cyborg vs. Kunitskaya,2018-03-03T00:00:00+00:00,2018-03-03,22350,C.B. Dollaway,11292,Hector Lombard,win,22350,Middleweight,False,4,False,Mark Smith,1,5:00,Disqualification (Punches After the Bell),Disqualification,Punches After the Bell,https://www.sherdog.com/events/UFC-222-Cyborg-vs-Kunitskaya-63771,2026-08-19T06:35:50.659987+00:00
63771-3,63771,UFC 222 - Cyborg vs. Kunitskaya,2018-03-03T00:00:00+00:00,2018-03-03,100359,Zak Ottow,4577,Mike Pyle,win,100359,Welterweight,False,3,False,Herb Dean,1,2:34,TKO (Punches),TKO,Punches,https://www.sherdog.com/events/UFC-222-Cyborg-vs-Kunitskaya-63771,2026-08-19T06:35:50.659987+00:00
63771-2,63771,UFC 222 - Cyborg vs. Kunitskaya,2018-03-03T00:00:00+00:00,2018-03-03,61896,Cody Stamann,13791,Bryan Caraway,win,61896,Bantamweight,False,2,False,Chris Tognoni,3,5:00,Decision (Split),Decision,Split,https://www.sherdog.com/events/UFC-222-Cyborg-vs-Kunitskaya-63771,2026-08-19T06:35:50.659987+00:00
63771-1,63771,UFC 222 - Cyborg vs. Kunitskaya,2018-03-03T00:00:00+00:00,2018-03-03,124405,Jordan Johnson,60258,Adam Milstead,win,124405,Light Heavyweight,False,1,False,Mark Smith,3,5:00,Decision (Split),Decision,Split,https://www.sherdog.com/events/UFC-222-Cyborg-vs-Kunitskaya-63771,2026-08-19T06:35:50.659987+00:00
63771-12,63771,UFC 222 - Cyborg vs. Kunitskaya,2018-03-03T00:00:00+00:00,2018-03-03,14477,Cristiane Justino,49412,Yana Santos,win,14477,Featherweight,True,12,True,Herb Dean,1,3:25,TKO (Punches),TKO,Punches,https://www.sherdog.com/events/UFC-222-Cyborg-vs-Kunitskaya-63771,2026-08-19T06:35:50.659987+00:00
63973-11,63973,UFC on Fox 28 - Emmett vs. Stephens,2018-02-24T00:00:00+00:00,2018-02-24,100715,Jessica Andrade,85096,Tecia Pennington,win,100715,Strawweight,False,11,False,Kevin MacDonald,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-on-Fox-28-Emmett-vs-Stephens-63973,2026-08-19T06:35:50.669251+00:00
63973-10,63973,UFC on Fox 28 - Emmett vs. Stephens,2018-02-24T00:00:00+00:00,2018-02-24,40207,Ilir Latifi,38842,Ovince St. Preux,win,40207,Light Heavyweight,False,10,False,Jorge Alonso,1,3:48,Submission (Guillotine Choke),Submission,Guillotine Choke,https://www.sherdog.com/events/UFC-on-Fox-28-Emmett-vs-Stephens-63973,2026-08-19T06:35:50.669251+00:00
63973-9,63973,UFC on Fox 28 - Emmett vs. Stephens,2018-02-24T00:00:00+00:00,2018-02-24,53904,Max Griffin,176179,Mike Perry,win,53904,Welterweight,False,9,False,Andrew Glenn,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-on-Fox-28-Emmett-vs-Stephens-63973,2026-08-19T06:35:50.669251+00:00
63973-8,63973,UFC on Fox 28 - Emmett vs. Stephens,2018-02-24T00:00:00+00:00,2018-02-24,53666,Brian Kelleher,23156,Renan Barao,win,53666,Bantamweight,False,8,False,Dan Miragliotta,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-on-Fox-28-Emmett-vs-Stephens-63973,2026-08-19T06:35:50.669251+00:00
63973-7,63973,UFC on Fox 28 - Emmett vs. Stephens,2018-02-24T00:00:00+00:00,2018-02-24,61266,Marion Reneau,67094,Sara McMann,win,61266,Bantamweight,False,7,False,Kevin MacDonald,2,3:40,Submission (Triangle Choke),Submission,Triangle Choke,https://www.sherdog.com/events/UFC-on-Fox-28-Emmett-vs-Stephens-63973,2026-08-19T06:35:50.669251+00:00
63973-6,63973,UFC on Fox 28 - Emmett vs. Stephens,2018-02-24T00:00:00+00:00,2018-02-24,148517,Angela Hill,151905,Maryna Moroz,win,148517,Strawweight,False,6,False,Jorge Alonso,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-on-Fox-28-Emmett-vs-Stephens-63973,2026-08-19T06:35:50.669251+00:00
63973-5,63973,UFC on Fox 28 - Emmett vs. Stephens,2018-02-24T00:00:00+00:00,2018-02-24,65878,Alan Jouban,10339,Ben Saunders,win,65878,Welterweight,False,5,False,Andrew Glenn,2,2:38,KO (Punch),KO,Punch,https://www.sherdog.com/events/UFC-on-Fox-28-Emmett-vs-Stephens-63973,2026-08-19T06:35:50.669251+00:00
63973-4,63973,UFC on Fox 28 - Emmett vs. Stephens,2018-02-24T00:00:00+00:00,2018-02-24,35410,Sam Alvey,141251,Marcin Prachnio,win,35410,Light Heavyweight,False,4,False,Dan Miragliotta,1,4:23,KO (Punch),KO,Punch,https://www.sherdog.com/events/UFC-on-Fox-28-Emmett-vs-Stephens-63973,2026-08-19T06:35:50.669251+00:00
63973-3,63973,UFC on Fox 28 - Emmett vs. Stephens,2018-02-24T00:00:00+00:00,2018-02-24,10425,Rani Yahya,30054,Russell Doane,win,10425,Bantamweight,False,3,False,Kevin MacDonald,3,2:32,Submission (Arm-Triangle Choke),Submission,Arm-Triangle Choke,https://www.sherdog.com/events/UFC-on-Fox-28-Emmett-vs-Stephens-63973,2026-08-19T06:35:50.669251+00:00
63973-2,63973,UFC on Fox 28 - Emmett vs. Stephens,2018-02-24T00:00:00+00:00,2018-02-24,12443,Alex Perez,86414,Eric Shelton,win,12443,127lb Catchweight,False,2,False,Jorge Alonso,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-on-Fox-28-Emmett-vs-Stephens-63973,2026-08-19T06:35:50.669251+00:00
63973-1,63973,UFC on Fox 28 - Emmett vs. Stephens,2018-02-24T00:00:00+00:00,2018-02-24,112009,Manny Bermudez,161099,Albert Morales,win,112009,Bantamweight,False,1,False,Andrew Glenn,2,2:33,Submission (Guillotine Choke),Submission,Guillotine Choke,https://www.sherdog.com/events/UFC-on-Fox-28-Emmett-vs-Stephens-63973,2026-08-19T06:35:50.669251+00:00
63973-12,63973,UFC on Fox 28 - Emmett vs. Stephens,2018-02-24T00:00:00+00:00,2018-02-24,12179,Jeremy Stephens,85885,Josh Emmett,win,12179,Featherweight,False,12,True,Dan Miragliotta,2,1:35,KO (Elbows),KO,Elbows,https://www.sherdog.com/events/UFC-on-Fox-28-Emmett-vs-Stephens-63973,2026-08-19T06:35:50.669251+00:00
63971-11,63971,UFC Fight Night 126 - Cerrone vs. Medeiros,2018-02-18T00:00:00+00:00,2018-02-18,59284,Derrick Lewis,86928,Marcin Tybura,win,59284,Heavyweight,False,11,False,Dan Miragliotta,3,2:48,KO (Punches),KO,Punches,https://www.sherdog.com/events/UFC-Fight-Night-126-Cerrone-vs-Medeiros-63971,2026-08-19T06:35:50.677328+00:00
63971-10,63971,UFC Fight Night 126 - Cerrone vs. Medeiros,2018-02-18T00:00:00+00:00,2018-02-18,81956,James Vick,31103,Francisco Trinaldo,win,81956,Lightweight,False,10,False,Kerry Hatley,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-Fight-Night-126-Cerrone-vs-Medeiros-63971,2026-08-19T06:35:50.677328+00:00
63971-9,63971,UFC Fight Night 126 - Cerrone vs. Medeiros,2018-02-18T00:00:00+00:00,2018-02-18,127439,Curtis Millender,5998,Thiago Alves,win,127439,Welterweight,False,9,False,Jacob Montalvo,2,4:17,KO (Knee),KO,Knee,https://www.sherdog.com/events/UFC-Fight-Night-126-Cerrone-vs-Medeiros-63971,2026-08-19T06:35:50.677328+00:00
63971-8,63971,UFC Fight Night 126 - Cerrone vs. Medeiros,2018-02-18T00:00:00+00:00,2018-02-18,67782,Brandon Davis,60433,Steven Peterson,win,67782,Featherweight,False,8,False,Dan Miragliotta,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-Fight-Night-126-Cerrone-vs-Medeiros-63971,2026-08-19T06:35:50.677328+00:00
63971-7,63971,UFC Fight Night 126 - Cerrone vs. Medeiros,2018-02-18T00:00:00+00:00,2018-02-18,130911,Sage Northcutt,124975,Thibault Gouti,win,130911,Lightweight,False,7,False,Kerry Hatley,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-Fight-Night-126-Cerrone-vs-Medeiros-63971,2026-08-19T06:35:50.677328+00:00
63971-6,63971,UFC Fight Night 126 - Cerrone vs. Medeiros,2018-02-18T00:00:00+00:00,2018-02-18,26358,Diego Ferreira,74057,Jared Gordon,win,26358,Lightweight,False,6,False,Dan Miragliotta,1,1:58,TKO (Punches),TKO,Punches,https://www.sherdog.com/events/UFC-Fight-Night-126-Cerrone-vs-Medeiros-63971,2026-08-19T06:35:50.677328+00:00
63971-5,63971,UFC Fight Night 126 - Cerrone vs. Medeiros,2018-02-18T00:00:00+00:00,2018-02-18,72107,Geoff Neal,101093,Brian Camozzi,win,72107,Welterweight,False,5,False,Jacob Montalvo,1,2:48,Submission (Rear-Naked Choke),Submission,Rear-Naked Choke,https://www.sherdog.com/events/UFC-Fight-Night-126-Cerrone-vs-Medeiros-63971,2026-08-19T06:35:50.677328+00:00
63971-4,63971,UFC Fight Night 126 - Cerrone vs. Medeiros,2018-02-18T00:00:00+00:00,2018-02-18,83282,Roberto Sanchez,50239,Joby Sanchez,win,83282,Flyweight,False,4,False,Herb Dean,1,1:50,Submission (Rear-Naked Choke),Submission,Rear-Naked Choke,https://www.sherdog.com/events/UFC-Fight-Night-126-Cerrone-vs-Medeiros-63971,2026-08-19T06:35:50.677328+00:00
63971-3,63971,UFC Fight Night 126 - Cerrone vs. Medeiros,2018-02-18T00:00:00+00:00,2018-02-18,159569,Lucie Pudilova,61600,Sarah Moras,win,159569,Bantamweight,False,3,False,Jacob Montalvo,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-Fight-Night-126-Cerrone-vs-Medeiros-63971,2026-08-19T06:35:50.677328+00:00
63971-2,63971,UFC Fight Night 126 - Cerrone vs. Medeiros,2018-02-18T00:00:00+00:00,2018-02-18,64894,Alex Morono,10003,Joshua Burkman,win,64894,Welterweight,False,2,False,Herb Dean,1,2:12,Submission (Guillotine Choke),Submission,Guillotine Choke,https://www.sherdog.com/events/UFC-Fight-Night-126-Cerrone-vs-Medeiros-63971,2026-08-19T06:35:50.677328+00:00
63971-1,63971,UFC Fight Night 126 - Cerrone vs. Medeiros,2018-02-18T00:00:00+00:00,2018-02-18,77303,Oskar Piechota,55756,Tim Williams,win,77303,Middleweight,False,1,False,Kerry Hatley,1,1:54,KO (Punches),KO,Punches,https://www.sherdog.com/events/UFC-Fight-Night-126-Cerrone-vs-Medeiros-63971,2026-08-19T06:35:50.677328+00:00
63971-12,63971,UFC Fight Night 126 - Cerrone vs. Medeiros,2018-02-18T00:00:00+00:00,2018-02-18,15105,Donald Cerrone,27738,Yancy Medeiros,win,15105,Welterweight,False,12,True,Herb Dean,1,4:58,TKO (Punches),TKO,Punches,https://www.sherdog.com/events/UFC-Fight-Night-126-Cerrone-vs-Medeiros-63971,2026-08-19T06:35:50.677328+00:00
63769-11,63769,UFC 221 - Romero vs. Rockhold,2018-02-10T00:00:00+00:00,2018-02-10,172939,Curtis Blaydes,10668,Mark Hunt,win,172939,Heavyweight,False,11,False,John Sharp,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-221-Romero-vs-Rockhold-63769,2026-08-19T06:35:50.686821+00:00
63769-10,63769,UFC 221 - Romero vs. Rockhold,2018-02-10T00:00:00+00:00,2018-02-10,133745,Tai Tuivasa,94411,Cyril Asker,win,133745,Heavyweight,False,10,False,Steve Perceval,1,2:18,TKO (Punches and Elbows),TKO,Punches and Elbows,https://www.sherdog.com/events/UFC-221-Romero-vs-Rockhold-63769,2026-08-19T06:35:50.686821+00:00
63769-9,63769,UFC 221 - Romero vs. Rockhold,2018-02-10T00:00:00+00:00,2018-02-10,122139,Jake Matthews,26381,Jingliang Li,win,122139,Welterweight,False,9,False,Mark Simpson,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-221-Romero-vs-Rockhold-63769,2026-08-19T06:35:50.686821+00:00
63769-8,63769,UFC 221 - Romero vs. Rockhold,2018-02-10T00:00:00+00:00,2018-02-10,146831,Tyson Pedro,76834,Saparbek Safarov,win,146831,Light Heavyweight,False,8,False,Peter Hickmott,1,3:54,Submission (Kimura),Submission,Kimura,https://www.sherdog.com/events/UFC-221-Romero-vs-Rockhold-63769,2026-08-19T06:35:50.686821+00:00
63769-7,63769,UFC 221 - Romero vs. Rockhold,2018-02-10T00:00:00+00:00,2018-02-10,21673,Dong Hyun Ma,62243,Damien Brown,win,21673,Lightweight,False,7,False,John Sharp,3,5:00,Decision (Split),Decision,Split,https://www.sherdog.com/events/UFC-221-Romero-vs-Rockhold-63769,2026-08-19T06:35:50.686821+00:00
63769-6,63769,UFC 221 - Romero vs. Rockhold,2018-02-10T00:00:00+00:00,2018-02-10,56374,Israel Adesanya,86279,Rob Wilkinson,win,56374,Middleweight,False,6,False,Steve Perceval,2,3:37,TKO (Knees and Punches),TKO,Knees and Punches,https://www.sherdog.com/events/UFC-221-Romero-vs-Rockhold-63769,2026-08-19T06:35:50.686821+00:00
63769-5,63769,UFC 221 - Romero vs. Rockhold,2018-02-10T00:00:00+00:00,2018-02-10,101527,Alexander Volkanovski,104645,Jeremy Kennedy,win,101527,Featherweight,False,5,False,Marc Goddard,2,4:57,TKO (Punches),TKO,Punches,https://www.sherdog.com/events/UFC-221-Romero-vs-Rockhold-63769,2026-08-19T06:35:50.686821+00:00
63769-4,63769,UFC 221 - Romero vs. Rockhold,2018-02-10T00:00:00+00:00,2018-02-10,36939,Jussier Formiga,8183,Ben Nguyen,win,36939,Flyweight,False,4,False,Peter Hickmott,3,1:43,Technical Submission (Rear-Naked Choke),Technical Submission,Rear-Naked Choke,https://www.sherdog.com/events/UFC-221-Romero-vs-Rockhold-63769,2026-08-19T06:35:50.686821+00:00
63769-3,63769,UFC 221 - Romero vs. Rockhold,2018-02-10T00:00:00+00:00,2018-02-10,11884,Ross Pearson,12078,Mizuto Hirota,win,11884,Lightweight,False,3,False,John Sharp,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-221-Romero-vs-Rockhold-63769,2026-08-19T06:35:50.686821+00:00
63769-2,63769,UFC 221 - Romero vs. Rockhold,2018-02-10T00:00:00+00:00,2018-02-10,152627,Jose Quinonez,78898,Teruto Ishihara,win,152627,Bantamweight,False,2,False,Marc Goddard,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-221-Romero-vs-Rockhold-63769,2026-08-19T06:35:50.686821+00:00
63769-1,63769,UFC 221 - Romero vs. Rockhold,2018-02-10T00:00:00+00:00,2018-02-10,52853,Luke Jumeau,191861,Daichi Abe,win,52853,Welterweight,False,1,False,Mark Simpson,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-221-Romero-vs-Rockhold-63769,2026-08-19T06:35:50.686821+00:00
63769-12,63769,UFC 221 - Romero vs. Rockhold,2018-02-10T00:00:00+00:00,2018-02-10,60762,Yoel Romero,23345,Luke Rockhold,win,60762,188lb,False,12,True,Marc Goddard,3,1:48,KO (Punches),KO,Punches,https://www.sherdog.com/events/UFC-221-Romero-vs-Rockhold-63769,2026-08-19T06:35:50.686821+00:00
63767-10,63767,UFC Fight Night 125 - Machida vs. Anders,2018-02-03T00:00:00+00:00,2018-02-03,45384,Valentina Shevchenko,227399,Priscila Cachoeira,win,45384,Flyweight,False,10,False,Mario Yamasaki,2,4:25,Submission (Rear-Naked Choke),Submission,Rear-Naked Choke,https://www.sherdog.com/events/UFC-Fight-Night-125-Machida-vs-Anders-63767,2026-08-19T06:35:50.696225+00:00
63767-9,63767,UFC Fight Night 125 - Machida vs. Anders,2018-02-03T00:00:00+00:00,2018-02-03,22218,Michel Prazeres,89993,Desmond Green,win,22218,161lb Catchweight,False,9,False,Marc Goddard,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-Fight-Night-125-Machida-vs-Anders-63767,2026-08-19T06:35:50.696225+00:00
63767-8,63767,UFC Fight Night 125 - Machida vs. Anders,2018-02-03T00:00:00+00:00,2018-02-03,72706,Tim Johnson,190735,Marcelo Golm,win,72706,Heavyweight,False,8,False,Osiris Maia,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-Fight-Night-125-Machida-vs-Anders-63767,2026-08-19T06:35:50.696225+00:00
63767-7,63767,UFC Fight Night 125 - Machida vs. Anders,2018-02-03T00:00:00+00:00,2018-02-03,87981,Douglas Silva de Andrade,97179,Marlon Vera,win,87981,Bantamweight,False,7,False,Camila Albuquerque,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-Fight-Night-125-Machida-vs-Anders-63767,2026-08-19T06:35:50.696225+00:00
63767-6,63767,UFC Fight Night 125 - Machida vs. Anders,2018-02-03T00:00:00+00:00,2018-02-03,90021,Thiago Santos,29470,Anthony Smith,win,90021,Middleweight,False,6,False,Marc Goddard,2,1:03,TKO (Kick to the Body and Punches),TKO,Kick to the Body and Punches,https://www.sherdog.com/events/UFC-Fight-Night-125-Machida-vs-Anders-63767,2026-08-19T06:35:50.696225+00:00
63767-5,63767,UFC Fight Night 125 - Machida vs. Anders,2018-02-03T00:00:00+00:00,2018-02-03,21343,Sergio Moraes,11281,Tim Means,win,21343,Welterweight,False,5,False,Eduardo Herdy,3,5:00,Decision (Split),Decision,Split,https://www.sherdog.com/events/UFC-Fight-Night-125-Machida-vs-Anders-63767,2026-08-19T06:35:50.696225+00:00
63767-4,63767,UFC Fight Night 125 - Machida vs. Anders,2018-02-03T00:00:00+00:00,2018-02-03,31096,Alan Patrick,56139,Damir Hadzovic,win,31096,Lightweight,False,4,False,Mario Yamasaki,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-Fight-Night-125-Machida-vs-Anders-63767,2026-08-19T06:35:50.696225+00:00
63767-3,63767,UFC Fight Night 125 - Machida vs. Anders,2018-02-03T00:00:00+00:00,2018-02-03,153951,Polyana Viana,91345,Maia Kahaunaele,win,153951,Strawweight,False,3,False,Camila Albuquerque,1,3:50,Submission (Rear-Naked Choke),Submission,Rear-Naked Choke,https://www.sherdog.com/events/UFC-Fight-Night-125-Machida-vs-Anders-63767,2026-08-19T06:35:50.696225+00:00
63767-2,63767,UFC Fight Night 125 - Machida vs. Anders,2018-02-03T00:00:00+00:00,2018-02-03,16129,Iuri Alcantara,17004,Joe Soto,win,16129,Bantamweight,False,2,False,Osiris Maia,1,1:06,TKO (Kick to the Body and Punches),TKO,Kick to the Body and Punches,https://www.sherdog.com/events/UFC-Fight-Night-125-Machida-vs-Anders-63767,2026-08-19T06:35:50.696225+00:00
63767-1,63767,UFC Fight Night 125 - Machida vs. Anders,2018-02-03T00:00:00+00:00,2018-02-03,110485,Deiveson Figueiredo,123553,Joseph Morales,win,110485,Flyweight,False,1,False,Eduardo Herdy,2,4:34,TKO (Punches),TKO,Punches,https://www.sherdog.com/events/UFC-Fight-Night-125-Machida-vs-Anders-63767,2026-08-19T06:35:50.696225+00:00
63767-11,63767,UFC Fight Night 125 - Machida vs. Anders,2018-02-03T00:00:00+00:00,2018-02-03,7513,Lyoto Machida,93407,Eryk Anders,win,7513,Middleweight,False,11,True,Marc Goddard,5,5:00,Decision (Split),Decision,Split,https://www.sherdog.com/events/UFC-Fight-Night-125-Machida-vs-Anders-63767,2026-08-19T06:35:50.696225+00:00
63969-11,63969,UFC on Fox 27 - Jacare vs. Brunson 2,2018-01-27T00:00:00+00:00,2018-01-27,58385,Andre Fili,58065,Dennis Bermudez,win,58385,Featherweight,False,11,False,Kevin MacDonald,3,5:00,Decision (Split),Decision,Split,https://www.sherdog.com/events/UFC-on-Fox-27-Jacare-vs-Brunson-2-63969,2026-08-19T06:35:50.702287+00:00
63969-10,63969,UFC on Fox 27 - Jacare vs. Brunson 2,2018-01-27T00:00:00+00:00,2018-01-27,111701,Gregor Gillespie,53815,Jordan Rinaldi,win,111701,Lightweight,False,10,False,Donnie Jessup,1,4:46,TKO (Punches),TKO,Punches,https://www.sherdog.com/events/UFC-on-Fox-27-Jacare-vs-Brunson-2-63969,2026-08-19T06:35:50.702287+00:00
63969-9,63969,UFC on Fox 27 - Jacare vs. Brunson 2,2018-01-27T00:00:00+00:00,2018-01-27,23982,Drew Dober,22114,Frank Camacho,win,23982,Welterweight,False,9,False,Joseph Hawes,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-on-Fox-27-Jacare-vs-Brunson-2-63969,2026-08-19T06:35:50.702287+00:00
63969-8,63969,UFC on Fox 27 - Jacare vs. Brunson 2,2018-01-27T00:00:00+00:00,2018-01-27,27953,King Green,23390,Erik Koch,win,27953,Lightweight,False,8,False,Dan Miragliotta,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-on-Fox-27-Jacare-vs-Brunson-2-63969,2026-08-19T06:35:50.702287+00:00
63969-7,63969,UFC on Fox 27 - Jacare vs. Brunson 2,2018-01-27T00:00:00+00:00,2018-01-27,59766,Mirsad Bektic,40623,Godofredo Castro,win,59766,Featherweight,False,7,False,Kevin MacDonald,1,2:47,KO (Punch to the Body),KO,Punch to the Body,https://www.sherdog.com/events/UFC-on-Fox-27-Jacare-vs-Brunson-2-63969,2026-08-19T06:35:50.702287+00:00
63969-6,63969,UFC on Fox 27 - Jacare vs. Brunson 2,2018-01-27T00:00:00+00:00,2018-01-27,119071,Katlyn Cerminara,164915,Mara Romero Borella,win,119071,Flyweight,False,6,False,Donnie Jessup,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-on-Fox-27-Jacare-vs-Brunson-2-63969,2026-08-19T06:35:50.702287+00:00
63969-5,63969,UFC on Fox 27 - Jacare vs. Brunson 2,2018-01-27T00:00:00+00:00,2018-01-27,75417,Randa Markos,73710,Juliana Lima,win,75417,Strawweight,False,5,False,Joseph Hawes,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-on-Fox-27-Jacare-vs-Brunson-2-63969,2026-08-19T06:35:50.702287+00:00
63969-4,63969,UFC on Fox 27 - Jacare vs. Brunson 2,2018-01-27T00:00:00+00:00,2018-01-27,77250,Ji Yeon Kim,67098,Justine Kish,win,77250,Flyweight,False,4,False,Dan Miragliotta,3,5:00,Decision (Split),Decision,Split,https://www.sherdog.com/events/UFC-on-Fox-27-Jacare-vs-Brunson-2-63969,2026-08-19T06:35:50.702287+00:00
63969-3,63969,UFC on Fox 27 - Jacare vs. Brunson 2,2018-01-27T00:00:00+00:00,2018-01-27,57848,Vinc Pichel,146291,Joaquim Silva,win,57848,Lightweight,False,3,False,Kevin MacDonald,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-on-Fox-27-Jacare-vs-Brunson-2-63969,2026-08-19T06:35:50.702287+00:00
63969-2,63969,UFC on Fox 27 - Jacare vs. Brunson 2,2018-01-27T00:00:00+00:00,2018-01-27,96921,Niko Price,15148,George Sullivan,win,96921,Welterweight,False,2,False,Donnie Jessup,2,4:21,Submission (Rear-Naked Choke),Submission,Rear-Naked Choke,https://www.sherdog.com/events/UFC-on-Fox-27-Jacare-vs-Brunson-2-63969,2026-08-19T06:35:50.702287+00:00
63969-1,63969,UFC on Fox 27 - Jacare vs. Brunson 2,2018-01-27T00:00:00+00:00,2018-01-27,112869,Cory Sandhagen,57016,Austin Arnett,win,112869,Featherweight,False,1,False,Joseph Hawes,2,3:48,TKO (Punches),TKO,Punches,https://www.sherdog.com/events/UFC-on-Fox-27-Jacare-vs-Brunson-2-63969,2026-08-19T06:35:50.702287+00:00
63969-12,63969,UFC on Fox 27 - Jacare vs. Brunson 2,2018-01-27T00:00:00+00:00,2018-01-27,8394,Ronaldo Souza,68494,Derek Brunson,win,8394,Middleweight,False,12,True,Dan Miragliotta,1,3:50,KO (Head Kick and Punches),KO,Head Kick and Punches,https://www.sherdog.com/events/UFC-on-Fox-27-Jacare-vs-Brunson-2-63969,2026-08-19T06:35:50.702287+00:00
63763-10,63763,UFC 220 - Miocic vs. Ngannou,2018-01-20T00:00:00+00:00,2018-01-20,52311,Daniel Cormier,58503,Volkan Oezdemir,win,52311,Light Heavyweight,True,10,False,Kevin MacDonald,2,2:00,TKO (Punches),TKO,Punches,https://www.sherdog.com/events/UFC-220-Miocic-vs-Ngannou-63763,2026-08-19T06:35:50.708702+00:00
63763-9,63763,UFC 220 - Miocic vs. Ngannou,2018-01-20T00:00:00+00:00,2018-01-20,23782,Calvin Kattar,76052,Shane Burgos,win,23782,Featherweight,False,9,False,Dan Miragliotta,3,0:32,TKO (Punches),TKO,Punches,https://www.sherdog.com/events/UFC-220-Miocic-vs-Ngannou-63763,2026-08-19T06:35:50.708702+00:00
63763-8,63763,UFC 220 - Miocic vs. Ngannou,2018-01-20T00:00:00+00:00,2018-01-20,42802,Gian Villante,14702,Francimar Barroso,win,42802,Light Heavyweight,False,8,False,Steve Rita,3,5:00,Decision (Split),Decision,Split,https://www.sherdog.com/events/UFC-220-Miocic-vs-Ngannou-63763,2026-08-19T06:35:50.708702+00:00
63763-7,63763,UFC 220 - Miocic vs. Ngannou,2018-01-20T00:00:00+00:00,2018-01-20,76100,Rob Font,87865,Thomas Almeida,win,76100,Bantamweight,False,7,False,Herb Dean,2,2:24,TKO (Head Kick and Punches),TKO,Head Kick and Punches,https://www.sherdog.com/events/UFC-220-Miocic-vs-Ngannou-63763,2026-08-19T06:35:50.708702+00:00
63763-6,63763,UFC 220 - Miocic vs. Ngannou,2018-01-20T00:00:00+00:00,2018-01-20,86246,Kyle Bochniak,67782,Brandon Davis,win,86246,Featherweight,False,6,False,Kevin MacDonald,3,5:00,Decision (Unanimous),Decision,Unanimous,https://www.sherdog.com/events/UFC-220-Miocic-vs-Ngannou-63763,2026-08-19T06:35:50.708702+00:00
